ACCOUNT_NAME,Sum_Sales,Date,QTY
"USA Hauling & Recycling, Inc.",9356,22/01/2021,
Exxonmobil Global Services Company,4676,08/01/2021,
"PepsiCo, Inc.",12995,10/12/2016,
"Delhaize America, Inc.",47940,20/10/2014,
Geomatic,9434,08/12/2014,
Blue Shield of California,8930,27/06/2021,
Bombardier Aerospace Inc.,15113,23/01/2017,
Pasha Holding MMC,10390,18/06/2022,
"Morgan, Lewis & Bockius LLP",25000,15/05/2023,
FLORIDA POWER & LIGHT COMPANY,0,14/11/2017,
Shabakkat KSA,6026,15/12/2023,
Kemet Corporation,13631,31/08/2016,
Prime Therapeutics LLC,5038,16/05/2016,
Aylo Health,14652,18/11/2023,
Marathon Oil Corporation,17747,15/12/2018,
AUTONOMOUS RESEARCH LLP,4317,08/05/2019,
Fonecta Oy,124041,31/01/2022,
Commonwealth Bank of Australia,2360,12/12/2017,
Mike Albert Leasing Inc,5053,30/09/2016,
"Medical Development Specialists, LLC",926,15/04/2014,
Daimler Trucks North America- Fort Mills LLC,17460,25/01/2019,
PNC Bank,4713,27/12/2021,
Exxonmobil Global Services Company,5195,17/03/2024,
AMITRA CAPITAL LIMITED,13129,15/12/2023,
WESFARMERS INDUSTRIAL AND SAFETY PTY LTD,1771,06/04/2015,
Trifacta,122512,01/03/2023,
ASM BELFAST LTD,4023,06/02/2023,
Southern California Edison Company,246762,15/12/2022,
STANDARD CHARTERED BANK - SG,4972,13/12/2021,
Chesapeake Operating L.L.C.,25975,24/10/2019,
JABATAN PERANGKAAN MALAYSIA,7793,12/12/2023,
"Jack Henry & Associates, Inc.",5195,31/12/2020,
"Nike, Inc.",45000,07/04/2017,
Portland General Electric Company,9922,01/11/2021,
Black & Veatch Corporation,3995,29/06/2017,
Charter Oak Asset Management Co,1295,21/10/2015,
Progressive Enterprises Limited,2098,21/06/2017,
Deloitte Services Pty Ltd,2631,,
Campbell Sales Company,5039,30/03/2017,
Oregon Health & Sciences University,2996,09/01/2015,
"Maxim Integrated Products, LLC",20468,06/08/2021,
Cronos Group Inc,4689,18/06/2019,
Nissan North America Inc,12000,29/12/2017,
"Servicios Administrativos Pe?oles, S.A. de C.V.",6292,17/01/2022,
"Dick's Sporting Goods, Inc.",9347,01/10/2019,
NEPA AB,2549,01/12/2016,
"Charter Communications Operating, LLC",9922,21/07/2022,
Cherry Bekaert Advisory LLC,6000,30/06/2017,
Mclane Co. South Campus,15585,19/10/2020,
Columbia Sportswear Co.,11845,04/08/2022,
GE Software,16979,15/12/2014,
"Anheuser-Busch InBev China Co., Ltd",5847,26/12/2016,
"NOMURA RESEARCH INSTITUTE, LTD.",9351,01/04/2019,
EWG Group,3338,06/12/2021,
"BETHLEHEM SHARED SERVICES, LLC",64226,02/01/2022,
CHALLENGER LIMITED,3248,25/10/2019,
Telecom Italia,3958,03/04/2023,
quantum,12209,16/09/2023,
Swoon Editions,6275,28/09/2018,
"Staples, Inc.",6036,14/11/2018,
Jung SAS,4669,17/04/2019,
John Hancock Investments,185452,01/10/2019,
UNI Financial Cooperation,4237,13/12/2020,
"Cargill, Incorporated",233194,31/12/2017,
"Western & Southern Financial Group, Inc.",10390,06/01/2022,
"Ferguson Enterprises, LLC",5202,29/01/2023,
FinLeap GmbH,8556,29/03/2019,
"Foursquare Research, Inc.",1295,26/01/2016,
Abbott Laboratories,8063,23/12/2019,
Retail Alchemy,4380,02/10/2020,
Deloitte LLP,2218,10/05/2016,
Henkel AG & Co. KGaA,5434,31/08/2022,
"Touching Hearts, Inc.",1295,12/01/2016,
Digital Insurance LLC,20780,22/09/2023,
FICOFI PARTNERS HOLDING PTE. LTD.,3789,30/04/2023,
"Beam Suntory, Inc.",25969,31/05/2019,
Never Say Never Inc.,3117,11/09/2017,
Westpac Banking Corporation,4796,29/12/2017,
PHD Media L.L.C.,21340,30/09/2014,
"NetApp, Inc.",19741,10/12/2023,
AVIOS GROUP (AGL) LIMITED,14927,01/11/2019,
R&Q Ingenieria Concesiones e Infraestructura S.A,6746,15/10/2023,
Nexterus Inc.,3638,30/05/2022,
Axians,3125,22/08/2018,
Zambia National Commercial Bank,8312,01/05/2024,
"Cardinal Health, Inc.",1999941,01/07/2020,
Nicolet National Bank,10182,21/05/2022,
PUBLIC INVESTMENT FUND,14027,30/06/2021,
LGS Marketing Services Corporation,3896,18/12/2019,
"Sigma Alimentos, S.A. de C.V.",3896,22/06/2022,
Veradata LLC,15585,13/03/2021,
"Audi of America, LLC",31002,13/11/2017,
Titan Corporation,13247,08/09/2023,
Novo Nordisk A/S,1998,11/10/2016,
Tripadvisor LLC,19741,01/01/2021,
KPMG LLP,1800000,30/09/2016,
Johnson & Johnson,81969,30/06/2018,
Lendlease Management Services Limited,4034,03/10/2023,
"PPG Industries, Inc.",5195,28/02/2020,
GCV LIFE PRIVATE LIMITED,3896,27/12/2021,
Pfizer,4535,09/06/2021,
Georgia-Pacific LLC,5194,15/06/2016,
The Boeing Company,244771,23/01/2022,
"Advance Auto Parts, Inc.",30235,27/07/2020,
HCA HEALTHCARE UK LIMITED,4617,30/10/2019,
Energy Intelligence Group Inc,6391,02/07/2015,
HISCOX UNDERWRITING GROUP SERVICES LIMITED,450264,05/09/2022,
Power A/S,3820,18/10/2022,
"Kalsec, Inc",0,19/06/2021,
FAA - Air Traffic Organization (AJO),6746,02/10/2023,
Tiffany & Co,14806,22/11/2022,
Los Angeles Homeless Services Authority,3896,31/03/2017,
Swan Wealth Managers Ltd,5195,31/08/2023,
"United Parcel Service, Inc.",20780,07/01/2020,
"Bausch Health US, LLC",15585,31/08/2020,
AWARE ENVIRONMENTAL LTD,4311,01/06/2021,
Sovendus GmbH,4422,27/04/2022,
LAWFINANCE LIMITED,5092,29/06/2024,
FOREVERMARK LIMITED,5396,11/02/2020,
POWERLINK QUEENSLAND,3918,12/11/2015,
Caterpillar Inc.,7712,16/12/2015,
General Electric Capital Corporation,1916,20/09/2018,
"Bluechip Insights, Inc",27040,29/07/2022,
Trifacta,7181,27/04/2024,
Motional AD Inc.,20780,21/11/2023,
Stichting PAMM,3149,23/08/2017,
"Covanta Energy, LLC",5195,31/05/2020,
Hwaseong City,3312,11/03/2021,
PepsiCo,4184,22/02/2024,
UNIVERSITY OF HERTFORDSHIRE,25631,22/07/2019,
Media Markt Saturn Holding Nederland B.V.,17511,07/01/2020,
SIGMA COMPANY LIMITED,5247,14/03/2023,
Polaris Industries Inc.,23884,30/04/2019,
Nordea Bank AB,2740,30/03/2020,
Factset Research Systems Inc.,20780,11/06/2023,
Fidelity Investments,10078,21/05/2020,
Lendlease Management Services Limited,4560,25/05/2020,
Scan Health Plan,23381,31/10/2020,
Edge Hill University,7318,01/07/2023,
Toyota Motor Sales USA Inc,4933,22/04/2022,
Amway Corp,8847,01/01/2018,
Aimia US Inc.,5195,30/04/2019,
Raytheon Company,17637,15/10/2019,
RPS Real Property Solutions,7200,09/06/2014,
"Warner Bros. Discovery, Inc.",26462,02/03/2020,
RHR International,0,22/07/2020,
Canadian Imperial Bank of Commerce,34618,31/03/2023,
"Tamman, Inc.",4156,13/09/2023,
"New York Islanders Hockey Club, L.P.",0,29/06/2021,
BNP Paribas Wealth Management,48366,27/05/2023,
"Noven Pharmaceuticals, Inc.",3995,23/01/2015,
Berkshire Partners LLC,5195,23/04/2019,
THE SAUDI NATIONAL BANK,32668,01/09/2018,
Every Market Media,5195,12/12/2022,
"Growmark, Inc.",13559,04/05/2023,
Hyatt Corporation,11689,22/10/2021,
Mercedes-Benz Group AG,5485,19/04/2023,
Southern Methodist University,4301,11/10/2023,
"Apax Partners US, LLC",5196,05/12/2018,
Rock Island Capital LLC,5195,03/11/2021,
Compass Health Brands Corp.,5195,18/09/2023,
KANTAR MEDIA UK LTD,3366,23/03/2021,
Home Depot of Canada Inc,239400,30/12/2018,
The Related Companies L P,1295,16/07/2014,
Las Vegas Sands Corp.,17663,01/11/2021,
"Schmidt Market Research, Inc.",0,03/08/2018,
Kaman Corporation,5038,31/01/2017,
Kaiser Foundation Health Plan Inc.,7475,30/03/2021,
"Recruit Co., Ltd.",3183,28/03/2024,
Kramp Groep,9946,12/01/2022,
City of Houston,4195,05/08/2018,
Decision Science - Formerly (SERVICIOS ANALITICOS EMPRESARIALES S.C. (SEANEM)),2500,27/02/2017,
STANDARD CHARTERED BANK - SG,4726,08/08/2022,
Catholic Education Diocese of Parramatta,-137382,18/06/2022,
"Groupon, Inc.",36461,19/06/2021,
Union Comercial de El Salvador SA de CV,3896,12/03/2022,
JOULES LIMITED,5648,02/02/2022,
Levi Strauss & Co.,106800,24/07/2015,
"Ubeo, LLC",26298,17/06/2024,
"C. R. Bard, Inc.",5195,10/11/2019,
Liberty Mutual Insurance Company,85556,27/07/2019,
"Elo Touch Solutions, Inc.",11695,13/03/2022,
Aidem Inc.,11368,13/02/2021,
"Sekisui Diagnostics, LLC",2797,22/03/2018,
Verizon Connect,4283,24/09/2019,
Wellington Management Company LLP,7495,05/11/2021,
"Omnicom Media Group Holdings, Inc.",8312,23/03/2022,
Edge Hill University,2106,11/08/2016,
"BOKF, NA",14806,08/05/2024,
Tiger Capital Group,5155,27/10/2022,
UNIVERSITY OF TECHNOLOGY SYDNEY,23820,01/01/2021,
Wells Fargo & Company,13000,30/11/2015,
AECOM,45986,16/10/2020,
COVEA,13939,02/05/2024,
AVANTOR PERFORMANCE MATERIALS INDIA LIMITED,27274,03/06/2024,
"JERA CO., INC.",3814,01/06/2024,
"JERA CO., INC.",4148,06/01/2023,
Hapvida Assist?ncia Médica Ltda,2788,17/05/2021,
A.S. Watson (Health & Beauty Continental Europe) B.V.,4025,18/09/2023,
Intelipost Consultoria e Tecnologia de Logística S/A,11596,19/08/2022,
Mayor's Office for Policing and Crime,5100,13/06/2016,
"Aeroenlaces Nacionales, S.A. de C.V.",8771,31/10/2021,
"Graybar Electric Company, Inc.",49950,03/01/2017,
Unitedhealth Group Incorporated,5800,24/07/2018,
"Healthtrust Purchasing Group, LP",10078,31/01/2020,
Blue Cross and Blue Shield Kansas City,99545,31/12/2018,
UK Sport,3600,17/11/2018,
"Six Continents Hotels, Inc.",5039,16/09/2019,
Eisner Advisory Group LLC,5195,02/10/2023,
Denver Public Schools,8884,15/01/2023,
"Reps & Company, Inc.",3818,08/02/2023,
TOP DECK,3118,15/02/2018,
"MACROMILL, INC.",15160,08/08/2021,
SILGAN CONTAINERS CORPORATION,9351,20/03/2023,
Fidelity Investments,4961,14/08/2021,
"AmeriCredit Financial Services, Inc. d/b/a GM Financial",15585,27/09/2019,
FAA - Aviation Safety (AVS),4676,29/12/2022,
Ritchie Bros Auctioneers (Canada) Ltd.,28359,27/02/2023,
Johnson & Johnson,3868,28/02/2018,
Lightstream Analytics,2500,19/09/2018,
"Reflex Blue Media, Inc.",5195,17/06/2024,
Cocamar Cooperativa Agroindustrial,9862,29/11/2023,
Parle Agro,29104,03/03/2023,
Norfolk Southern Corporation,7990,01/09/2017,
"Veritas Technologies, LLC",83605,15/12/2019,
Davis Davis & Harmon LLC,10691,01/04/2024,
"Independence Plus, Inc.",5195,24/03/2022,
Aztec Group,7385,21/11/2017,
"Installed Building Products, Inc.",10390,27/04/2021,
SAUDI ENAYA COOPERATIVE INSURANCE CO,5195,31/03/2021,
Equifax,6138,07/12/2017,
Stonehaven Development LLC,1295,03/02/2017,
adidas International Marketing B.V.,91516,01/06/2022,
GETLINK S.E.,30032,17/03/2024,
"Great Clips, Inc.",4069,29/03/2018,
"Shanghai ChinaAutoMarket Automobile Technology Co., Ltd.",3637,22/06/2022,
BIONIC SERVICES LIMITED,15288,20/01/2024,
TATA TELESERVICES LIMITED,3896,02/01/2024,
Olami,0,19/05/2023,
"Pioneer Management Consulting , Inc.",4156,04/09/2021,
Visteon Corporation Staff Admin,15980,15/01/2018,
"Omnicom Media Group Holdings, Inc.",14870,21/10/2016,
Public Services and Procurement Canada,9403,01/03/2024,
"Mattel, Inc.",26462,01/04/2021,
Advance Local Media LLC,45495,30/09/2022,
Centene Corporation,11801,17/09/2021,
TOYOTA MOTOR CORPORATION AUSTRALIA LIMITED,4311,09/07/2021,
CONSORCIO SALUD EPS COMFENALCO VALLE,5195,19/09/2019,
SMU Consulting,595,07/04/2015,
Revenue Insight LLC,3637,16/12/2022,
INOVA PHARMACEUTICALS (SINGAPORE) PTE. LIMITED,11170,29/03/2024,
"Litehouse, Inc.",63128,28/08/2022,
Federal Reserve Bank of Richmond,20780,10/04/2019,
"Omeda Communications, Inc.",87423,31/12/2023,
The Harvest Group,7500,15/06/2015,
"MEDSTAR HEALTH, INC.",5195,22/09/2023,
Vp plc,6980,04/12/2018,
Grupo P?o de Açúcar,6264,22/03/2023,
"COLLIERS INTERNATIONAL USA, LLC",5195,20/05/2019,
Royal Bank of CA,11544,25/10/2019,
Oncor Electric Delivery Company LLC,5000,24/06/2016,
"Jones Sign Co., Inc.",26097,30/04/2024,
"Township Media, LLC",1295,10/06/2015,
Aggrego Services and Trading Doha,11738,30/06/2020,
Carrier Corporation,5039,09/03/2020,
HALLMARQ VETERINARY IMAGING LIMITED,7783,22/01/2021,
UNIVERSITY COLLEGE LONDON,4122,17/07/2020,
Crowley Maritime,10238,30/09/2017,
Orizion - Companhia Brasileira de Gest?o de Serviços,3896,15/12/2016,
The Dow Chemical Company,17247,18/05/2020,
"Oats Overnight, Inc.",8771,24/02/2023,
Deloitte Services LP,19481,19/02/2019,
"Advance Auto Parts, Inc.",16895,08/01/2024,
Thermo Fisher Scientific Inc.,5039,12/05/2021,
Pilkington Group Limited,0,30/11/2018,
EPL,2986,29/12/2021,
ALIAXIS HOLDINGS AUSTRALIA PTY LIMITED,2098,01/05/2017,
Kempen & Co,45569,27/07/2021,
Synthes GmbH,12804,25/08/2020,
First Command Financial Services,4824,27/10/2023,
AssuranceSD,4416,16/05/2024,
"Cracker Barrel Old Country Store, Inc.",131796,29/08/2023,
PAUL HARTMANN AG,0,25/02/2022,
VERITAS TECHNOLOGIES (UK) LIMITED,0,17/09/2018,
GIC Private Limited,24879,01/10/2020,
Chumash Casino Resort,13866,01/10/2019,
"LSC Development, LLC",1295,16/09/2016,
SHI International Corp.,1199,26/01/2018,
"Modern MD Management Services, LLC",5195,28/02/2019,
Mentor Graphics Corporation,53303,23/08/2018,
Arthur D. Little Services S.A.S.,4422,13/05/2022,
Zeta Global Holdings Corp.,13274,28/12/2018,
NKT Holding A/S,75132,07/08/2022,
Credomatic de Costa Rica S.A.,3701,14/02/2023,
PUBLIC SAFETY BUSINESS AGENCY,5142,21/08/2020,
"BOOMI, INC.",4922,05/04/2023,
Transport for NSW,8946,09/03/2024,
BRITVIC SOFT DRINKS LIMITED,2029,19/03/2022,
"Go Car Wash Management, Corp.",21443,10/12/2022,
GRAINCORP LIMITED,82391,01/07/2022,
MPOKKET FINANCIAL SERVICES PRIVATE LIMITED,4156,08/04/2024,
Sansiri,13247,25/09/2018,
EK-CHAI DISTRIBUTION SYSTEM COMPANY LIMITED,9559,01/07/2024,
NouvLR S.E.N.C.,6160,19/03/2022,
Union Square Hospitality Group,22618,10/11/2023,
"Greg Welteroth Holding, Inc.",10390,23/03/2019,
PGGM N.V.,3827,29/03/2023,
DFS Venture Singapore,115493,01/01/2023,
"Medtronic, Inc.",82800,21/02/2020,
"RAKUTEN MOBILE NETWORK, INC.",8918,01/06/2021,
"Harbor Freight Tools Usa, Inc.",74866,31/12/2022,
American Bureau of Shipping,4156,14/02/2023,
Ohio Colleges of Medicine Government Resource Center,20999,24/08/2019,
"KYOCERA MIRAI ENVISION CO., LTD",11958,26/04/2020,
"Octapharma Plasma, Inc.",3900,17/09/2015,
"Nike, Inc.",1356840,31/05/2019,
"Kohl's, Inc.",4000,15/03/2019,
Civil Aviation Authority,4147,19/06/2023,
Path,5091,24/05/2024,
Evolytics LLC,5195,21/10/2021,
Australian Postal Corporation,2098,20/06/2017,
"CrowdStrike, Inc.",4676,29/09/2019,
Kellanova,41560,26/06/2021,
SPARK NETWORKS SERVICES GMBH,6312,15/12/2021,
"Carecentrix, Inc.",54288,01/06/2024,
"Nyshex, LLC",3896,30/06/2022,
Fraunhofer Austria Research Gesellschaft mit beschränkter Haftung,5779,01/03/2022,
BCM One,11689,12/06/2024,
Inland Revenue Board Of Malaysia (LHDN),5195,27/12/2017,
SONY INTERACTIVE ENTERTAINMENT INC.,9024,16/03/2024,
NSW Department of Education,5053,19/05/2023,
Frontier Geotek Inc,15766,30/06/2017,
J. CREW INC.,10078,09/08/2018,
Sainsbury's Supermarkets Ltd,6406,12/10/2023,
"Databricks, Inc.",22085,26/06/2019,
"Talent Plus, Inc.",124186,30/06/2023,
"CBRE, Inc",5195,31/10/2017,
"Family Dollar Stores, Inc.",7982,28/09/2018,
FIDELITY BUSINESS SERVICES INDIA PRIVATE LIMITED,3702,12/11/2021,
BNP Paribas Wealth Management,15204,28/02/2024,
INCHCAPE DIGITAL LIMITED,55064,01/03/2022,
INMARSAT PLC,14959,01/03/2017,
CARREFOUR VOYAGES,9134,27/02/2020,
PNC Bank,5039,06/11/2019,
GS&INTELIGENCIA DE MERCADO LTDA,3878,07/02/2024,
KURITA WATER INDUSTRIES LTD.,3117,01/01/2018,
AL ALAMIYA FOR COOPERATIVE INSURANCE CO.,4156,14/06/2023,
Vodafone Group Services Limited,44137,31/10/2020,
eClerx Services Ltd.,4156,26/09/2023,
"Swirl, Inc.",0,26/06/2017,
"Center For Breakthrough Medicines Holdings, LLC",74816,06/06/2023,
HLB MANN JUDD (NSW) PTY LTD,3544,25/03/2024,
"Mercury Healthcare, Inc.",5195,01/03/2021,
"Alight (us), LLC",5195,01/06/2020,
ISS Manutenç?o e Serviços Integrados Ltda.,8449,30/06/2019,
Bi Solutions S.A,2500,26/09/2014,
"AT&T Services, Inc.",10390,14/02/2020,
Royal Bank of CA,14031,15/12/2018,
Common Citizen,118349,26/11/2023,
STANDARD CHARTERED BANK - SG,5961,24/09/2022,
"Depuy Synthes, Inc.",21340,30/04/2020,
"Performance Health Holdings, Inc.",5195,01/05/2023,
Entomological Society of America,3500,29/09/2017,
Seagate Technology LLC,9662,06/11/2018,
Southampton Solent University,4360,18/07/2014,
"MorganFranklin Consulting, LLC",18183,30/08/2021,
"Terumo BCT, Inc.",11695,01/11/2021,
Bridgestone Costa Rica SA,4416,23/08/2020,
Mercadolivre.Com Atividades de Internet Ltda,8740,16/08/2022,
The Coca-Cola Company,4172,05/02/2021,
KARNDEAN INTERNATIONAL LIMITED,5100,03/10/2016,
Xplore Inc.,9791,19/07/2021,
"Tishman Speyer Properties, L.P.",4416,03/12/2017,
"Macy's Systems and Technology, Inc.",7750,13/02/2018,
ARCELIK ANONIM SIRKETI,9935,08/04/2021,
JANSSEN PHARMACEUTICAL K.K.,3117,06/01/2020,
Virginia Hospital and Healthcare Association,5195,27/08/2021,
"Crane NXT, Inc.",5195,03/04/2023,
CONSORCIO SALUD EPS COMFENALCO VALLE,4546,19/09/2018,
RETAIL IN MOTION,5448,26/01/2024,
UMNIAH MOBILE COMPANY,4000,01/07/2018,
SAGE GLOBAL SERVICES (GLOBAL CONTR),29832,20/09/2021,
"The Type Founders, LLC",5195,03/07/2023,
Plate Marketing Pty Ltd,8621,18/08/2021,
Verizon Communications Inc.,4217,12/09/2022,
C&S Wholesale Grocers LLC,99509,19/05/2021,
HIGHER EDUCATION STATISTICS AGENCY LTD,10361,23/08/2019,
United Fire & Casualty Co.,10753,26/12/2017,
ATHORA IRELAND SERVICES LIMITED,11463,01/09/2023,
Chainalytics LLC,28073,29/12/2017,
EXL SERVICE.COM (INDIA) PRIVATE LIMITED,3896,01/07/2021,
Aldiana,5837,10/12/2019,
BWSC A/S,3833,18/08/2022,
G4S CORPORATE SERVICES LIMITED,10308,05/03/2024,
CONA Services LLC,3637,29/02/2024,
AQA EDUCATION,13462,30/04/2021,
Express Analytics,2500,30/12/2017,
GCI Communication Corp.,579243,09/09/2019,
Anywhere Real Estate Group LLC,5195,18/07/2022,
WHIRLPOOL SA CENTRO ADMINISTRATIVO,4159,22/08/2019,
"UVNV, Inc.",5195,01/08/2019,
"ISI Solutions, Inc.",4416,01/03/2023,
Krystal Analytix & Computing Inc,2500,22/10/2014,
PERKINS ENGINES COMPANY LIMITED,20575,24/08/2020,
Alinta Energy,18147,16/12/2018,
"Lego Systems, Inc.",5195,16/05/2020,
Balyasny Asset Management,217769,15/02/2020,
Dallas Development Fund,1295,05/02/2016,
SWISSLIFE BANQUE PRIVEE,9676,01/02/2023,
STANDARD CHARTERED BANK - SG,41171,07/10/2021,
"Harvard Pilgrim Health Care, Inc.",5195,23/05/2022,
Wigweh Transnational,5195,27/11/2019,
Zid,8771,30/06/2021,
Genworth North America Corporation,10390,17/01/2021,
EMC Corporation,30574,01/08/2021,
Oncor Electric Delivery Company LLC,7990,24/06/2017,
COLD STORAGE SINGAPORE (1983) PTE LTD,13687,06/09/2019,
FEDERAL EQUIPEMENTS,5837,24/01/2020,
Woolworths Group Ltd,5394,01/06/2022,
"CMG Strategy Co., LLC",6441,19/10/2021,
"Innovative Decisions, Inc.",3762,30/06/2016,
CNA Financial Corporation,71000,31/12/2014,
Ping Identity Corporation,28512,29/10/2022,
HELLENIC DEVELOPMENT BANK S.A.,4582,26/05/2023,
Campbell Sales Company,16383,01/01/2020,
Distributed Creation Inc.,3896,16/10/2023,
Wintrust Financial Corporation,15201,17/05/2019,
CHIARO TECHNOLOGY LIMITED,26826,28/06/2022,
Incomm Payments,5195,24/07/2022,
The Installation Group,4895,04/10/2021,
Itau Private Bank,5663,01/07/2020,
"Counter Brands, LLC dba BeautyCounter",5195,03/03/2018,
"OTSUKA PHARMACEUTICAL CO.,LTD.",3762,01/06/2022,
"Quality Technology Services, LLC",15585,31/12/2022,
AAI Corporation (Textron Systems),115111,13/09/2021,
"Wells Fargo Bank, N.A.",4912,05/01/2022,
Atkins Ltd,5442,08/08/2022,
EDF ENERGY PLC,67712,30/04/2020,
Locke Lord LLP,4156,09/11/2020,
QBIM AB,11045,23/03/2017,
Electricity North West Services Ltd,10235,31/03/2014,
Prokura P/S,5194,04/02/2016,
Marisa Lojas S/A,4895,15/02/2022,
GeoBlue,5195,16/03/2022,
Compensar,11988,31/03/2018,
The Manufacturers Life Insurance Company,247022,01/04/2023,
Phoenix Contact GmbH & Co. KG,4693,12/10/2022,
"Trinity Industries, Inc.",7990,01/02/2019,
DEFENCE HEALTH LIMITED,5234,11/10/2021,
"NIPPON STEEL ENGINEERING CO., LTD.",18603,01/11/2023,
"Southern Glazer's Wine and Spirits, LLC",3995,08/12/2015,
TATE & LYLE PLC,5609,27/08/2021,
Novo Nordisk A/S,14030,20/12/2018,
HYAKUNOUSHA INTERNATIONAL LIMITED,9356,11/10/2022,
TE Connectivity Corporation,31170,19/03/2022,
Fidelity Investments,4961,14/03/2022,
Realty Income Corporation,5195,12/05/2023,
Plandent,3290,22/11/2017,
The Coca-Cola Company,412708,07/12/2017,
NATIONAL NUCLEAR LABORATORY LTD,4633,22/10/2022,
"CHUBB GENERAL INSURANCE INDONESIA, PT",9941,23/10/2018,
METCASH LIMITED,22306,06/04/2023,
"Capital One Services, LLC",67535,15/12/2023,
"Taiwan Shin Kong Commercial Bank Co., Ltd.",4283,01/03/2020,
NTT DATA VALUE ENGINEER CORPORATION,3183,17/04/2024,
"Social Finance, Inc.",9351,28/01/2021,
Inspirato LLC,66525,30/12/2022,
"Amazon.com Services, Inc.",396898,30/09/2021,
adidas International Marketing B.V.,4844,10/04/2018,
Accenture Federal Services LLC,2600,01/05/2023,
Xplore Inc.,19581,30/03/2021,
